table,key,ko,en,ja,zh-Hans,note
CNT_Item,CNT_Fig_MustacheCrescent_DESC,"[원 페어] 완성 시 위성 진행도 +1 (누적 0/5, 달성 시 무작위 위성 1개 획득)","+1 Satellite progress on completing [One Pair] (0/5 stacks; upon reaching 5, gain 1 random Satellite)",[ワンペア]完成時、衛星進行度+1(累積0/5、達成時にランダムな衛星を1個獲得),完成【一对】时，卫星进度+1（累计0/5，达成时获得1个随机卫星）,
CNT_Item,CNT_Fig_SurpriseBox_NAME,깜짝 상자,Jack-in-the-Box,びっくり箱,惊喜盒,
CNT_Item,CNT_Fig_SurpriseBox_DESC,턴 시작 시 50% 확률로 적에게 피해 100 또는 자신에게 피해 10,"At the start of the turn, 50% chance to deal 100 damage to the enemy or take 10 damage yourself",ターン開始時、50%の確率で敵に100ダメージ、または自分が10ダメージを受ける,回合开始时，有50%概率对敌人造成100点伤害，或自身受到10点伤害,
CNT_Item,CNT_Fig_ClownTear_NAME,광대의 눈물,Clown's Tear,道化師の涙,小丑之泪,
CNT_Item,CNT_Fig_ClownTear_DESC,피격 시 이번 전투 동안 족보 배수 +1 누적,"When hit, permanently stacks +1 hand multiplier for the rest of this battle",被弾時、この戦闘中は役の倍率+1が累積する,受到攻击时，本场战斗中牌型倍率累计+1,
CNT_Item,CNT_Fig_TamerHat_NAME,조련사의 모자,Tamer's Hat,調教師の帽子,驯兽师之帽,
CNT_Item,CNT_Fig_TamerHat_DESC,[스트레이트] 완성 시 적의 스킬 무효화,Nullifies the enemy's skill on completing [Straight],[ストレート]完成時、敵のスキルを無効化,完成【顺子】时，使敌人技能失效,
CNT_Item,CNT_Fig_SpadeKing_NAME,스페이드 킹,King of Spades,スペードのキング,黑桃国王,
CNT_Item,CNT_Fig_SpadeKing_DESC,"[포카드] 완성 시 티켓 진행도 +1 (누적 0/4, 달성 시 티켓 1개 획득)","+1 Ticket progress on completing [Four of a Kind] (0/4 stacks; upon reaching 4, gain 1 Ticket)",[フォーカード]完成時、チケット進行度+1(累積0/4、達成時にチケットを1枚獲得),完成【四条】时，门票进度+1（累计0/4，达成时获得1张门票）,
CNT_Item,CNT_Fig_CursedSarcophagus_NAME,저주받은 석관,Cursed Sarcophagus,呪われた石棺,诅咒石棺,
CNT_Item,CNT_Fig_CursedSarcophagus_DESC,"[야추] 완성 시 적에게 피해 40, 6% 확률로 차원문이 열려 피해 626 추가 (총 666)","Deals 40 damage to the enemy on completing [Yacht]; 6% chance a dimensional rift opens, adding 626 damage (666 total)",[ヤッツィー]完成時、敵に40ダメージ、6%の確率で次元の門が開き626ダメージを追加(合計666),完成【快艇】时，对敌人造成40点伤害；有6%概率开启次元之门，追加626点伤害（共计666）,
CNT_Item,CNT_Fig_CatFluffyPaw_NAME,냥이 솜털 손,Kitty Paw Fluff,ニャンコの肉球,猫咪软爪,
CNT_Item,CNT_Fig_CatFluffyPaw_DESC,스낵 사용 시 회복/스탯 효과 2배 증폭,Doubles healing/stat effects when a Snack is used,スナック使用時、回復/ステータス効果が2倍に増幅,使用零食时，回复/属性效果翻倍,
CNT_Item,CNT_Fig_GroomingComb_NAME,그루밍 빗,Grooming Comb,グルーミングブラシ,梳毛刷,
CNT_Item,CNT_Fig_GroomingComb_DESC,스낵 사용 시 이번 턴 리롤 기회 +1,+1 reroll this turn when a Snack is used,スナック使用時、このターンのリロール回数+1,使用零食时，本回合重投次数+1,
CNT_Item,CNT_Fig_CatEye_NAME,고양이 눈,Cat's Eye,猫の目,猫眼,
CNT_Item,CNT_Fig_CatEye_DESC,상점 아이템 리롤 비용 영구 50% 할인,Permanently -50% shop item reroll cost,店アイテムのリロール費用を永久50%割引,商店道具重投费用永久减少50%,
CNT_Item,CNT_Fig_GoldBell_NAME,황금 종,Golden Bell,黄金の鈴,黄金铃,
CNT_Item,CNT_Fig_GoldBell_DESC,스테이지 클리어 보상 골드 +100 상시 지급,Always grants +100 gold on stage-clear rewards,ステージクリア報酬に常時ゴールド+100を付与,通关关卡奖励恒定增加100金币,
CNT_Item,CNT_Fig_SilverBell_NAME,은색 종,Silver Bell,銀の鈴,银铃,
CNT_Item,CNT_Fig_SilverBell_DESC,스테이지 클리어 보상 골드 +50 상시 지급,Always grants +50 gold on stage-clear rewards,ステージクリア報酬に常時ゴールド+50を付与,通关关卡奖励恒定增加50金币,
CNT_Item,CNT_Fig_GoldFurball_NAME,황금 털뭉치,Golden Fur Ball,黄金の毛玉,黄金毛球,
CNT_Item,CNT_Fig_GoldFurball_DESC,[풀하우스] 완성 시 배수 +2.0 (붉은 털뭉치 보유 시 배수 +1.0 추가),+2.0 multiplier on completing [Full House] (an additional +1.0 if you own Red Fur Ball),[フルハウス]完成時、倍率+2.0(赤い毛玉を所持していれば倍率+1.0を追加),完成【葫芦】时，倍率+2.0（若持有红色毛球，额外增加倍率+1.0）,
CNT_Item,CNT_Fig_RedFurball_NAME,붉은 털뭉치,Red Fur Ball,赤い毛玉,红色毛球,
CNT_Item,CNT_Fig_RedFurball_DESC,[풀하우스] 완성 시 칩수 +30 (황금 털뭉치 보유 시 칩수 +30 추가),+30 Chips on completing [Full House] (an additional +30 if you own Golden Fur Ball),[フルハウス]完成時、チップ+30(黄金の毛玉を所持していればチップ+30を追加),完成【葫芦】时，筹码+30（若持有黄金毛球，额外增加筹码+30）,
CNT_Item,CNT_Fig_LuckyCat_NAME,복고양이,Lucky Cat,福猫,招财猫,
CNT_Item,CNT_Fig_LuckyCat_DESC,상점 입장 시 무작위 아이템 1개의 구매 비용이 0골드가 됨,"Upon entering the shop, 1 random item's purchase cost becomes 0 gold",店に入る時、ランダムなアイテム1個の購入費用が0ゴールドになる,进入商店时，随机1个道具的购买费用变为0金币,
CNT_Item,CNT_Fig_BlackFin_NAME,검은 지느러미,Black Fin,黒いヒレ,黑鳍,
CNT_Item,CNT_Fig_BlackFin_DESC,[투 페어] 완성 시 다음 턴 적의 공격력을 1로 고정 (전투당 1회),"On completing [Two Pair], fixes the enemy's attack power to 1 next turn (once per battle)",[ツーペア]完成時、次のターンの敵の攻撃力を1に固定(戦闘ごとに1回),完成【两对】时，将敌人下一回合的攻击力固定为1（每场战斗1次）,
CNT_Item,CNT_Fig_HarpyDice_NAME,하피 다이스,Harpy Dice,ハーピーダイス,鸟身女妖骰子,
CNT_Item,CNT_Fig_HarpyDice_DESC,전투 시작 시 굴린 주사위 눈 합만큼 골드 획득,"At the start of battle, gain gold equal to the total of the rolled dice's pip values",戦闘開始時、振ったサイコロの目の合計と同じ量のゴールドを獲得,战斗开始时，获得等同于所掷骰子点数总和的金币,
CNT_Item,CNT_Fig_DodoHat_NAME,도도새 모자,Dodo Hat,ドードーの帽子,多多鸟帽,
CNT_Item,CNT_Fig_DodoHat_DESC,"최대 체력 +60, 체력 회복량 30% 증가",Max HP +60; healing received increased by 30%,最大HP+60。HP回復量30%増加,最大体力+60；体力恢复量增加30%,
CNT_Item,CNT_Fig_GoldClaw_NAME,황금 발톱,Golden Claw,黄金の爪,黄金爪,
CNT_Item,CNT_Fig_GoldClaw_DESC,[포카드] 완성 시 덱 내 디버프 주사위 전부 파괴,Destroys all debuffed dice in your deck on completing [Four of a Kind],[フォーカード]完成時、デッキ内のデバフ付きサイコロを全て破壊,完成【四条】时，摧毁牌组中所有带减益的骰子,
CNT_Item,CNT_Fig_WindGodDrum_NAME,풍신의 북,Wind God's Drum,風神の太鼓,风神之鼓,
CNT_Item,CNT_Fig_WindGodDrum_DESC,[야추] 완성 시 공격 1회 추가 발동,Triggers 1 extra attack on completing [Yacht],[ヤッツィー]完成時、攻撃を1回追加発動,完成【快艇】时，额外触发1次攻击,
CNT_Item,CNT_Fig_TeddyBear_NAME,곰인형,Teddy Bear,クマのぬいぐるみ,泰迪熊,
CNT_Item,CNT_Fig_TeddyBear_DESC,디버프가 부여된 주사위의 칩수가 100으로 고정됨,Chip count of any debuffed die is fixed at 100,デバフが付与されたサイコロのチップ数が100に固定される,带有减益效果的骰子筹码固定为100,
CNT_Item,CNT_Fig_Kite_NAME,연,Kite,凧,风筝,
CNT_Item,CNT_Fig_Kite_DESC,전투 시작 시 리롤 기회 +2,+2 rerolls at the start of battle,戦闘開始時、リロール回数+2,战斗开始时，重投次数+2,
CNT_Item,CNT_Fig_KnightShield_NAME,기사의 방패,Knight's Shield,騎士の盾,骑士之盾,
CNT_Item,CNT_Fig_KnightShield_DESC,피격 시 받는 피해 2 감소,Reduces damage taken by 2 when hit,被弾時のダメージ-2,受到攻击时伤害减少2点,
CNT_Item,CNT_Fig_Furnace_NAME,용광로,Furnace,溶鉱炉,熔炉,
CNT_Item,CNT_Fig_Furnace_DESC,적에게 가하는 화상 피해 50% 증가,Increases Burn damage dealt to enemies by 50%,敵に与える火傷ダメージが50%増加,对敌人造成的灼烧伤害增加50%,
CNT_Item,CNT_Fig_FoxWallet_NAME,여우 지갑,Fox Wallet,狐の財布,狐狸钱包,
CNT_Item,CNT_Fig_FoxWallet_DESC,아이템을 구매할 때마다 영구 칩수 +1 증가 (누적),Permanently +1 Chips every time you purchase an item (stacking),アイテムを購入するたびに永久チップ+1増加(累積),每次购买道具时，永久增加1点筹码（可叠加）,
CNT_Item,CNT_Fig_SpiderLily_NAME,피안화,Spider Lily,彼岸花,彼岸花,
CNT_Item,CNT_Fig_SpiderLily_DESC,최대 체력이 영구적으로 증가할 때마다 영구 칩수 +1 증가 (누적),Permanently +1 Chips every time your max HP permanently increases (stacking),最大HPが永久に増加するたびに永久チップ+1増加(累積),每次最大体力永久增加时，永久增加1点筹码（可叠加）,
CNT_Item,CNT_Fig_DragonBomb_NAME,마룡의 폭탄,Dragon's Bomb,魔竜の爆弾,魔龙炸弹,
CNT_Item,CNT_Fig_DragonBomb_DESC,적에게 가하는 폭발 피해 50% 증가,Increases explosive damage dealt to enemies by 50%,敵に与える爆発ダメージが50%増加,对敌人造成的爆炸伤害增加50%,
CNT_Item,CNT_Stamp_Heart_NAME,하트,Heart,ハート,红心,
CNT_Item,CNT_Stamp_Heart_DESC,킵하면 이번 피격 -4,"While kept, reduces the next hit taken by 4",キープ中、次に受けるダメージ-4,保留期间，下一次受到的伤害-4,
CNT_Item,CNT_Stamp_Clover_NAME,클로버,Clover,クローバー,梅花,
CNT_Item,CNT_Stamp_Clover_DESC,이 주사위 리롤 시 30%로 횟수 유지,30% chance to not consume a reroll charge when rerolling this die,このサイコロをリロールする時、30%の確率でリロール回数を消費しない,重投这颗骰子时，有30%概率不消耗重投次数,
CNT_Item,CNT_Stamp_Diamond_NAME,다이아,Diamond,ダイヤ,方块,
CNT_Item,CNT_Stamp_Diamond_DESC,킵 결산 시 눈금×5 골드,"On Keep settlement, gain gold equal to this die's pip value ×5",キープ決算時、このサイコロの目×5のゴールドを獲得,结算保留时，获得等同于该骰子点数×5的金币,
CNT_Item,CNT_Stamp_Spade_NAME,스페이드,Spade,スペード,黑桃,
CNT_Item,CNT_Stamp_Spade_DESC,"족보에 쓰이면 칩 +20, 아니면 눈금만큼 추가 피해","If used in the scored hand, +20 Chips; otherwise, deals bonus damage equal to this die's pip value",役に使用されればチップ+20、使用されなければこのサイコロの目の分だけ追加ダメージ,若在结算牌型中使用，则筹码+20；否则造成等同于该骰子点数的额外伤害,
CNT_Item,CNT_Item_SatellitePack_NAME,인공위성 상자,Satellite Box,人工衛星の箱,人造卫星箱,
CNT_Item,CNT_Item_SatellitePack_DESC,무작위 위성 2개 중 1개를 주사위에 장착,Equip 1 of 2 random Satellites onto a die,ランダムな衛星2個の中から1個をサイコロに装着する,从2个随机卫星中选择1个装到骰子上,
CNT_Item,CNT_Item_StampPack_NAME,스탬프 도장,Stamp Kit,スタンプ,印章套装,
CNT_Item,CNT_Item_StampPack_DESC,무작위 문양 2개 중 1개를 주사위에 찍음,Stamp 1 of 2 random designs onto a die,ランダムな文様2個の中から1個をサイコロに押す,从2个随机图案中选择1个印在骰子上,
CNT_Item,CNT_SYN_DRAGONIC_KIN_NAME,역린을 건들다,Touch the Raw Nerve,逆鱗に触れる,触碰逆鳞,
CNT_Item,CNT_SYN_DRAGONIC_KIN_DESC,아룡의 흔적들이 모이면 잠들어 있던 것이 깨어난다. [야추] 완성 시 배수 영구 +0.2,"When the drakes' traces gather, something dormant awakens. Permanently +0.2 multiplier on completing [Yacht]",亜竜の痕跡が集まると、眠っていたものが目覚める。[ヤッツィー]完成時に倍率永久+0.2,亚龙的痕迹汇聚之时，沉睡之物将苏醒。完成【快艇】时永久增加0.2倍率,
CNT_Item,CNT_SYN_PLUSH_SERIES_NAME,꼭두각시,Puppet,傀儡,傀儡,
CNT_Item,CNT_SYN_PLUSH_SERIES_DESC,실과 바늘로 빚어낸 여섯 개의 인형이 스스로 움직이기 시작한다. 최대 체력 영구 +12,Six dolls shaped from thread and needle begin to move on their own. Permanently +12 max HP,糸と針で作られた6つの人形が自ら動き始める。最大HP永久+12,六个由针线缝制的人偶开始自行活动。永久增加12点最大体力,
CNT_Item,CNT_SYN_STRAY_CATS_NAME,고양이 왕국,Cat Kingdom,猫の王国,猫咪王国,
CNT_Item,CNT_SYN_STRAY_CATS_DESC,골목을 지배하는 건 사람이 아니라 고양이들이라는 걸 아는 자들의 특혜. 상점 리롤 기본 비용 영구 -5G,"A privilege for those who know it's cats, not people, who truly rule the alleys. Permanently -5G base shop reroll cost",路地を支配するのは人間ではなく猫だと知る者たちの特権。店のリロール基本費用永久-5G,深知统治巷弄的不是人类而是猫咪的人所享有的特权。永久减少商店基础重投费用5金币,
CNT_Item,CNT_SYN_FLUFF_FRIENDS_NAME,복슬복슬,Fluffy Bunch,ふわふわ,毛茸茸,
CNT_Item,CNT_SYN_FLUFF_FRIENDS_DESC,복슬복슬하기로는 뒤지지 않는 친구들. 최대 체력 영구 +4,Friends who won't lose when it comes to fluffiness. Permanently +4 max HP,ふわふわさで負けない仲間たち。最大HP永久+4,论毛茸茸程度绝不逊色的伙伴们。永久增加4点最大体力,
CNT_Item,CNT_SYN_SEA_DICE_NAME,심해 속 주사위,Dice of the Deep Sea,深海のサイコロ,深海骰子,
CNT_Item,CNT_SYN_SEA_DICE_DESC,깊은 바다 밑에서 건져 올린 사냥꾼들의 형상. [포카드] 완성 시 배수 영구 +0.1,Shapes of hunters hauled up from the deep sea floor. Permanently +0.1 multiplier on completing [Four of a Kind],深海の底から引き上げられた狩人たちの姿。[フォーカード]完成時に倍率永久+0.1,从深海海底捞起的猎手之形。完成【四条】时永久增加0.1倍率,
CNT_Item,CNT_SYN_WEIRD_DICE_NAME,괴이한 눈금,Bizarre Pips,奇怪な目,怪异点数,
CNT_Item,CNT_SYN_WEIRD_DICE_DESC,어딘가 기이하게 생긴 주사위들이 굴러갈 때마다 이상한 일이 벌어진다. 페퍼민트를 보유한 채로 시작,Something strange happens every time these oddly-shaped dice roll. Start with a Peppermint in hand,どこか奇妙な形をしたサイコロが転がるたびに、不思議なことが起こる。ペパーミントを所持した状態で開始,每当这些形状怪异的骰子滚动，就会发生诡异的事。开局携带薄荷糖,
CNT_Item,CNT_SYN_FROST_RELICS_NAME,냉혹의 결정체,Crystal of Frost,冷酷の結晶,冷酷结晶,
CNT_Item,CNT_SYN_FROST_RELICS_DESC,하얗게 얼어붙은 것들이 한자리에 모이면 냉기마저 무뎌진다. 화상 피해 감소 3,"When frost-white things gather together, even the cold grows dull. Burn damage taken reduced by 3",白く凍りついたものが一堂に集まると、冷気さえも鈍る。火傷ダメージ-3,洁白冰封之物聚集一处时，连寒气也会变得迟钝。灼烧伤害减少3点,
CNT_Item,CNT_SYN_BONE_COLLECTORS_NAME,시체 수집가,Corpse Collector,死体収集家,尸骸收藏家,
CNT_Item,CNT_SYN_BONE_COLLECTORS_DESC,죽음의 잔재를 수집하는 유별난 취미를 가진 자들. 전투 승리 시 추가 골드 획득 확률 영구 +2%,Those with the peculiar hobby of collecting the remnants of death. Permanently +2% chance for bonus gold on battle victory,死の残骸を収集する変わった趣味を持つ者たち。戦闘勝利時に追加ゴールド獲得確率永久+2%,拥有收集死亡遗骸这一怪异爱好的人们。战斗胜利时获得额外金币的概率永久增加2%,
CNT_Item,CNT_SYN_LAVA_RELICS_NAME,이글거리는 유산,Blazing Legacy,燃え立つ遺産,灼热遗产,
CNT_Item,CNT_SYN_LAVA_RELICS_DESC,불타는 것들만 모아온 컬렉션에서는 늘 탄내가 난다. 화상 부여량 영구 +2,A collection of nothing but burning things always smells of smoke. Permanently +2 burn applied,燃えるものだけを集めたコレクションはいつも焦げ臭い。火傷付与量永久+2,只收集燃烧之物的收藏，总是散发着焦味。永久增加2点灼烧附加量,
CNT_Item,CNT_SYN_SAND_SONG_NAME,헤루툼의 노래,Song of Herutum,ヘルトゥムの歌,赫鲁图姆之歌,
CNT_Item,CNT_SYN_SAND_SONG_DESC,사막왕국 헤루툼의 백성들이 모래바람 속에서 대대로 이어 불러온 노래. 상점 리롤 기본 비용 영구 -5G,A song the people of the desert kingdom Herutum have sung through generations amid the sandstorms. Permanently -5G base shop reroll cost,砂漠王国ヘルトゥムの民が砂嵐の中で代々歌い継いできた歌。店のリロール基本費用永久-5G,沙漠王国赫鲁图姆的子民在沙尘中世代传唱的歌谣。永久减少商店基础重投费用5金币,
CNT_Item,CNT_SYN_CROWN_HAT_NAME,모자장수,The Hatter's Display,帽子屋,帽子商人,
CNT_Item,CNT_SYN_CROWN_HAT_DESC,머리에 쓰는 것 하나로 자존심을 세우는 모자장수의 진열장. 시작 골드 +100,"The hatter's display case, where pride rests on a single thing worn on the head. Start with +100 gold",頭に被る一つのもので自尊心を保つ帽子屋の陳列棚。開始ゴールド+100,靠一件头戴之物撑起自尊的帽商陈列柜。开局金币+100,
CNT_Item,CNT_SYN_HELMET_COLLECTION_NAME,안전제일,Safety First,安全第一,安全第一,
CNT_Item,CNT_SYN_HELMET_COLLECTION_DESC,모자보다 든든한 머리 보호구만 고집하는 삼형제의 신조. 피격 시 받는 피해 1 감소,The creed of three brothers who insist on head protection sturdier than any hat. Damage taken reduced by 1 when hit,帽子より頼れる頭部防具だけにこだわる三兄弟の信条。被弾時のダメージ-1,三兄弟只信赖比帽子更坚固的头部护具的信条。受到攻击时伤害减少1点,
CNT_Item,CNT_SYN_MASQUERADE_NAME,가면무도회,Masquerade Ball,仮面舞踏会,假面舞会,
CNT_Item,CNT_SYN_MASQUERADE_DESC,얼굴을 가리거나 꾸민 손님들이 모여드는 은밀한 파티. [원 페어] 완성 시 배수 영구 +0.3,A secret party where guests gather with covered or decorated faces. Permanently +0.3 multiplier on completing [One Pair],顔を隠したり装った客たちが集まる密かなパーティー。[ワンペア]完成時に倍率永久+0.3,遮面或装扮的客人齐聚一堂的秘密派对。完成【一对】时永久增加0.3倍率,
CNT_Item,CNT_SYN_GOLDEN_LEGACY_NAME,황금빛 유산,Golden Legacy,黄金の遺産,黄金遗产,
CNT_Item,CNT_SYN_GOLDEN_LEGACY_DESC,반짝이는 것에 이끌린 자들이 대를 이어 물려준 수집품. 시작 골드 영구 +100,A collection handed down through generations by those drawn to anything that shines. Permanently +100 starting gold,輝くものに惹かれた者たちが代々受け継いできた収集品。開始ゴールド永久+100,被闪耀之物吸引之人代代相传的收藏品。永久增加100点开局金币,
CNT_Item,CNT_SYN_SHIELD_BROTHERS_NAME,가디안즈,The Guardians,ガーディアンズ,守护者军团,
CNT_Item,CNT_SYN_SHIELD_BROTHERS_DESC,변경을 지키는 정예 부대 가디안즈가 대대로 즐겨 쓰던 방어구들. 피격 시 받는 피해 1 감소,"Armor favored for generations by the Guardians, the elite corps that defends the frontier. Damage taken reduced by 1 when hit",辺境を守る精鋭部隊ガーディアンズが代々愛用してきた防具。被弾時のダメージ-1,守卫边境的精锐部队「守护者军团」代代偏爱的护具。受到攻击时伤害减少1点,
CNT_Item,CNT_SYN_SEA_CHILDREN_NAME,페이기가스의 시종,Servants of Feigigas,フェイギガスの侍従,菲吉加斯的侍从,
CNT_Item,CNT_SYN_SEA_CHILDREN_DESC,갑룡왕 페이기가스를 따르던 바다의 시종들이 파도에 남기고 간 흔적. 최대 체력 영구 +6,"Traces left in the waves by the sea servants who followed Feigigas, the Armored Dragon King. Permanently +6 max HP",甲竜王フェイギガスに従っていた海の侍従たちが波に残していった痕跡。最大HP永久+6,追随甲龙王菲吉加斯的海洋侍从们留在浪涛中的痕迹。永久增加6点最大体力,
CNT_Item,CNT_SYN_SKYBORNE_NAME,스카이 워커,Sky Walker,スカイウォーカー,天空行者,
CNT_Item,CNT_SYN_SKYBORNE_DESC,"날개가 있거나, 그저 날고 싶어했던 것들이 하늘 위를 떠돈다. [스트레이트] 완성 시 배수 영구 +0.3","Things with wings, or things that simply longed to fly, drift through the sky. Permanently +0.3 multiplier on completing [Straight]",翼を持つもの、あるいは単に飛びたかったものが空を漂う。[ストレート]完成時に倍率永久+0.3,拥有翅膀、或仅仅渴望飞翔之物在天空中飘荡。完成【顺子】时永久增加0.3倍率,
CNT_Item,CNT_SYN_RESONANCE_TRIO_NAME,오케스트라,Orchestra,オーケストラ,管弦乐团,
CNT_Item,CNT_SYN_RESONANCE_TRIO_DESC,소리로 존재감을 알리는 것들이 모이면 저절로 합주가 된다. [풀하우스] 완성 시 배수 영구 +0.2,"When things that announce their presence through sound gather, an ensemble forms naturally. Permanently +0.2 multiplier on completing [Full House]",音で存在を知らせるものが集まれば、自然と合奏になる。[フルハウス]完成時に倍率永久+0.2,以声音宣告存在之物聚集时，自然而然合奏成曲。完成【葫芦】时永久增加0.2倍率,
CNT_Item,CNT_SYN_TEMPLE_RELICS_NAME,오래된 렐릭,Ancient Relics,古びたレリック,古老遗物,
CNT_Item,CNT_SYN_TEMPLE_RELICS_DESC,사원에서 건너온 경건한 유물들이 조용히 힘을 나눠준다. 상점 리롤 기본 비용 영구 -5G,Reverent relics carried from the temple quietly lend their power. Permanently -5G base shop reroll cost,寺院から持ち込まれた敬虔な遺物が静かに力を分け与えてくれる。店のリロール基本費用永久-5G,从寺院带出的虔诚遗物静静分予力量。永久减少商店基础重投费用5金币,
CNT_Item,CNT_SYN_PHARAOH_CURSE_NAME,파라오의 저주,Pharaoh's Curse,ファラオの呪い,法老的诅咒,
CNT_Item,CNT_SYN_PHARAOH_CURSE_DESC,무덤을 함부로 건드린 자에게는 반드시 대가가 따른다. 전투 승리 시 추가 골드 획득 확률 영구 +2%,Whoever disturbs the tomb carelessly will surely pay the price. Permanently +2% chance for bonus gold on battle victory,墓を不用意に触れた者には必ず代償が伴う。戦闘勝利時に追加ゴールド獲得確率永久+2%,随意触碰陵墓之人必将付出代价。战斗胜利时获得额外金币的概率永久增加2%,
CNT_Item,CNT_SYN_CIRCUS_PROPS_NAME,쇼는 시작되었다,The Show Has Begun,ショーは始まった,表演已经开始,
CNT_Item,CNT_SYN_CIRCUS_PROPS_DESC,천막 안에서 금방이라도 튀어나올 것 같은 소품들의 개막. [원 페어] 완성 시 배수 영구 +0.1,An opening act of props that seem ready to burst out of the tent at any moment. Permanently +0.1 multiplier on completing [One Pair],テントの中から今にも飛び出してきそうな道具たちの開幕。[ワンペア]完成時に倍率永久+0.1,帐篷内仿佛随时会跳出的道具们的开幕表演。完成【一对】时永久增加0.1倍率,
CNT_Item,CNT_SYN_STONE_KIN_NAME,룬의 아이들,Children of the Rune,ルーンの子ら,符文之子,
CNT_Item,CNT_SYN_STONE_KIN_DESC,단단한 돌과 그 위에 새겨진 고대 룬의 힘을 물려받은 것들의 결속. 피격 시 받는 피해 1 감소,A bond among things that inherited the power of hard stone and the ancient rune carved upon it. Damage taken reduced by 1 when hit,硬い石とその上に刻まれた古代のルーンの力を受け継いだものたちの結束。被弾時のダメージ-1,承袭坚石与其上古代符文力量之物的联结。受到攻击时伤害减少1点,
CNT_Item,CNT_SYN_CANDLELIGHT_RITE_NAME,부두교 의식,Voodoo Ritual,ブードゥーの儀式,巫毒仪式,
CNT_Item,CNT_SYN_CANDLELIGHT_RITE_DESC,어둠 속에서 향과 촛불로 영혼을 불러내는 은밀한 의식. 시작시 보유한 주사위 중 하나가 다크 코팅 된다.,"A secret ritual that summons spirits with incense and candlelight in the dark. At the start, one of your dice is given a Dark Coating",闇の中で香と蝋燭で霊を呼び出す密かな儀式。開始時に所持サイコロの一つがダークコーティングされる,在黑暗中以香烟与蜡烛召唤灵魂的秘密仪式。开局时持有的骰子中会有一个被涂上黑暗涂层,
CNT_Item,CNT_SYN_MUSHROOM_KINGDOM_NAME,버섯 수프,Mushroom Soup,キノコスープ,蘑菇汤,
CNT_Item,CNT_SYN_MUSHROOM_KINGDOM_DESC,"숲, 정글, 늪지에 흩어져 자라난 버섯 삼형제가 한 냄비에 모였다. 최대 체력 영구 +5","Three mushroom brothers, scattered across forest, jungle, and swamp, gathered into one pot. Permanently +5 max HP",森、ジャングル、沼地に散らばって育った三兄弟のキノコが一つの鍋に集まった。最大HP永久+5,分散生长于森林、丛林、沼泽的三兄弟蘑菇齐聚一锅。永久增加5点最大体力,
CNT_Item,CNT_SYN_GREENHOUSE_FRIENDS_NAME,네이처 유니온,Nature Union,ネイチャーユニオン,自然联盟,
CNT_Item,CNT_SYN_GREENHOUSE_FRIENDS_DESC,식물을 닮은 것들이 뿌리를 내리고 하나의 정원을 이룬다. 가니쉬를 보유한 채로 시작,Things resembling plants take root and form a single garden. Start with a Garnish in hand,植物に似たものが根を張り、一つの庭園を作る。ガーニッシュを所持した状態で開始,形似植物之物扎根生长，汇成一座花园。开局携带装饰品,
CNT_Item,CNT_SYN_PHOENIX_BROTHERHOOD_NAME,RE:VIVE,RE:VIVE,RE:VIVE,RE:VIVE,
CNT_Item,CNT_SYN_PHOENIX_BROTHERHOOD_DESC,죽음을 몇 번이고 우습게 넘긴 자들의 결의. 최대 체력 영구 +10,The resolve of those who have laughed off death time and again. Permanently +10 max HP,死を何度も笑って乗り越えてきた者たちの決意。最大HP永久+10,屡次笑对死亡之人的决心。永久增加10点最大体力,
CNT_Item,CNT_SYN_BEYOND_DEATH_NAME,라그나로크,Ragnarok,ラグナロク,诸神黄昏,
CNT_Item,CNT_SYN_BEYOND_DEATH_DESC,세상이 끝나는 순간에도 물러서지 않는 최후의 전사들. 최대 체력 영구 +8,The last warriors who won't retreat even as the world ends. Permanently +8 max HP,世界が終わる瞬間にも退かない最後の戦士たち。最大HP永久+8,即使世界终结之际也绝不退却的最后战士们。永久增加8点最大体力,
CNT_Item,CNT_SYN_ANCIENT_REMNANTS_NAME,고대의 잔재,Ancient Remnants,古代の残骸,古代残迹,
CNT_Item,CNT_SYN_ANCIENT_REMNANTS_DESC,아주 오래전 누군가 남기고 간 것들이 다시 빛을 본다. [스트레이트] 완성 시 배수 영구 +0.3,Things left behind by someone long ago see the light once more. Permanently +0.3 multiplier on completing [Straight],はるか昔に誰かが残していったものが再び光を見る。[ストレート]完成時に倍率永久+0.3,很久以前有人留下之物再次重见光明。完成【顺子】时永久增加0.3倍率,
CNT_Item,CNT_SYN_EYE_CONTACT_NAME,지켜보는 자,The Watchers,見張る者たち,监视者,
CNT_Item,CNT_SYN_EYE_CONTACT_DESC,어디선가 이쪽을 가만히 지켜보고 있는 눈들이 있다. 전투 승리 시 추가 골드 획득 확률 영구 +2%,"Somewhere, eyes are quietly watching this way. Permanently +2% chance for bonus gold on battle victory",どこかからこちらを静かに見つめている目がある。戦闘勝利時に追加ゴールド獲得確率永久+2%,某处有双眼睛静静注视着这边。战斗胜利时获得额外金币的概率永久增加2%,
CNT_Item,CNT_SYN_HERO_ARMORY_NAME,용사의 무기고,Hero's Armory,勇者の武器庫,勇者军械库,
