table,key,ko,en,ja,zh-Hans,note
CNT_Monster,CNT_MON_THORNY_FISH_NAME,가시고기,Thorned Fish,棘魚,棘鱼,
CNT_Monster,CNT_MON_THORNY_FISH_DESC,뼈대만 남은 채 뾰족한 심해 저주의 저주 가시를 내뿜는 기괴한 어류입니다.,"A bizarre bony fish that spews cursed, needle-sharp thorns from the deep.",骨だけの姿で鋭い深海の呪いの棘を放つ奇怪な魚類です。,只剩骨架、喷射深海诅咒尖棘的怪异鱼类。,
CNT_Monster,CNT_MON_BLIZZARD_WRAITH_NAME,눈보라 망령,Blizzard Wraith,吹雪の亡霊,暴雪怨灵,
CNT_Monster,CNT_MON_BLIZZARD_WRAITH_DESC,혹독한 겨울 눈보라 속에서 억울하게 죽어간 이들의 서리 가루 원혼입니다.,The frost-dust ghost of those who perished unjustly in a brutal winter blizzard.,厳しい冬の吹雪の中で無念のまま死んだ者たちの霜の粉の怨霊です。,冤死于严冬暴雪中的亡魂所化的霜尘怨灵。,
CNT_Monster,CNT_MON_FROSTBITE_WOLF_NAME,서리발 늑대,Frostbite Wolf,霜爪の狼,霜噬狼,
CNT_Monster,CNT_MON_FROSTBITE_WOLF_DESC,만년설을 밟고 자라나 발톱 끝에 치명적인 서릿발 독기를 지닌 늑대입니다.,"A wolf raised on eternal snow, its claws carrying lethal frost venom.",万年雪を踏んで育ち、爪先に致命的な霜の毒気を宿す狼です。,生长于万年雪地、爪尖蕴含致命霜毒的狼。,
CNT_Monster,CNT_MON_HEART_OF_TUNDRA_NAME,영구동토의 심장,Heart of the Tundra,永久凍土の心臓,永冻之心,
CNT_Monster,CNT_MON_HEART_OF_TUNDRA_DESC,설원 대지 전체를 영원히 얼려버린 혹한의 마법 냉기 심장입니다.,"A magical, freezing heart that has eternally frozen the entire snowfield.",雪原全体を永遠に凍らせる極寒の魔法の心臓です。,将整片雪原永久冰封的极寒魔法之心。,
CNT_Monster,CNT_MON_PERMAFROST_SLIME_NAME,만년설 슬라임,Permafrost Slime,永久凍土スライム,永冻史莱姆,
CNT_Monster,CNT_MON_PERMAFROST_SLIME_DESC,얼어붙은 얼음 결정과 냉기 젤리가 뭉쳐져 형성된 차가운 슬라임입니다.,A cold slime formed from frozen ice crystals and chilling jelly clumped together.,凍った氷の結晶と冷気ゼリーが固まってできた冷たいスライムです。,由冰冻结晶与寒气果冻凝聚而成的冰冷史莱姆。,
CNT_Monster,CNT_MON_YETI_LOOTER_NAME,예티 약탈자,Yeti Looter,イエティ略奪者,雪怪掠夺者,
CNT_Monster,CNT_MON_YETI_LOOTER_DESC,설원의 유랑인들의 보급품을 약탈하고 거대한 방망이를 휘두르는 설인입니다.,"A yeti that plunders the supplies of snowfield wanderers, wielding a massive club.",雪原の旅人たちの物資を略奪し巨大な棍棒を振るう雪男です。,挥舞巨棒掠夺雪原旅人物资的雪人。,
CNT_Monster,CNT_MON_ASH_GRAY_NAME,재의 정령,Ash Spirit,灰の精霊,灰烬之灵,
CNT_Monster,CNT_MON_ASH_GRAY_DESC,화장터의 타버린 잿가루 속에서 기어 나오는 음산한 연기 정령입니다.,A gloomy smoke spirit that crawls out from the burnt ashes of a crematorium.,火葬場の燃えた灰の中から這い出る陰気な煙の精霊です。,从火葬场焦灰中爬出的阴森烟灵。,
CNT_Monster,CNT_MON_DICE_GOLEM_NAME,주사위 골렘,Dice Golem,サイコロゴーレム,骰子魔像,
CNT_Monster,CNT_MON_DICE_GOLEM_DESC,죽은 도박사들의 저주받은 주사위 더미가 오컬트 마력으로 뭉쳐진 골렘입니다.,"A golem formed from the cursed dice piles of dead gamblers, bound by occult magic.",死んだギャンブラーたちの呪われたサイコロの山がオカルト魔力で固まったゴーレムです。,由已故赌徒诅咒骰堆借神秘魔力凝聚而成的魔像。,
CNT_Monster,CNT_MON_SKELETON_HORSE_NAME,해골마,Skeleton Horse,骸骨馬,骸骨马,
CNT_Monster,CNT_MON_SKELETON_HORSE_DESC,뼈대와 마모된 해골 편자만 남은 채 영원히 대지를 질주하는 저주받은 군마입니다.,"A cursed warhorse, nothing left but bone and a worn skeletal horseshoe, forever galloping the earth.",骨と擦り減った骸骨の蹄鉄だけを残し永遠に大地を駆ける呪われた軍馬です。,只剩骨架与磨损蹄铁、永远奔驰大地的诅咒战马。,
CNT_Monster,CNT_MON_UNDERTAKER_NAME,장의사,Undertaker,埋葬人,掘墓人,
CNT_Monster,CNT_MON_UNDERTAKER_DESC,어스름한 밤 묘지의 무덤들을 관리하며 종을 울려 시체를 깨우는 인간입니다.,"A man who tends the graves in the dim night, ringing a bell to wake the dead.",薄暗い夜に墓地の墓を管理し、鐘を鳴らして死体を起こす人間です。,在幽暗夜里照管坟墓、摇铃唤醒尸体的人。,
CNT_Monster,CNT_MON_JACKINTHEBOX_NAME,잭인더박스,Jack-in-the-Box,ジャックインザボックス,惊吓玩偶盒,
CNT_Monster,CNT_MON_JACKINTHEBOX_DESC,기괴한 오르골 소리와 함께 튀어나와 플레이어의 정신을 혼미하게 만듭니다.,"A toy that leaps out with an eerie music-box tune, throwing players' minds into disarray.",不気味なオルゴールの音とともに飛び出し、プレイヤーの精神を混乱させます。,伴随怪异八音盒声音跳出、扰乱玩家心神的玩偶。,
CNT_Monster,CNT_MON_MOONPERFORMER_NAME,문 퍼포머,Moon Performer,ムーンパフォーマー,月牙艺人,
CNT_Monster,CNT_MON_MOONPERFORMER_DESC,콧수염을 기른 초승달 펜던트를 흔들며 기괴한 무대를 펼치는 광대입니다.,A mustached clown who puts on a bizarre show while swinging a crescent-moon pendant.,口髭を生やし三日月のペンダントを振りながら奇妙な舞台を繰り広げる道化師です。,留着胡子、摇晃月牙吊坠展开怪异表演的小丑。,
CNT_Monster,CNT_MON_RINGMASTER_NAME,단장,Ringmaster,団長,马戏团长,
CNT_Monster,CNT_MON_RINGMASTER_DESC,서커스장의 총지배인이자 채찍을 기괴하게 휘둘러 쇼를 통제하는 악마입니다.,"The circus's chief overseer, a devil who controls the show with a grotesquely cracking whip.",サーカスの総支配人であり、鞭を奇怪に振り回してショーを統制する悪魔です。,马戏场总管，用鞭子怪异挥舞掌控全场的恶魔。,
CNT_Monster,CNT_MON_SADCLOWN_NAME,슬픈 광대,Sad Clown,悲しい道化師,悲伤小丑,
CNT_Monster,CNT_MON_SADCLOWN_DESC,화려한 무대 뒤에서 기괴한 거짓 눈물을 흘리며 광기를 내뿜는 광대입니다.,"A clown who weeps eerie false tears backstage behind the glamorous show, radiating madness.",華やかな舞台裏で不気味な嘘の涙を流し狂気を放つ道化師です。,在华丽舞台幕后流下诡异假泪、散发疯狂的小丑。,
CNT_Monster,CNT_MON_CLOWN_NAME,광대 (공허),Clown (Void),道化師(空虚),小丑（虚空）,
CNT_Monster,CNT_MON_CLOWN_DESC,비차원 공허 속에서 끝없는 냉소를 보내는 정체불명의 광대입니다.,An unidentified clown that sends endless mocking laughter from within the non-dimensional void.,非次元の虚空の中から果てない冷笑を送る正体不明の道化師です。,从非维度虚空中发出无尽冷笑的神秘小丑。,
CNT_Monster,CNT_MON_DEVILDICE_NAME,데블 다이스,Devil Dice,デビルダイス,骰子恶魔,
CNT_Monster,CNT_MON_DEVILDICE_DESC,"90스테이지의 끝, 비차원의 세계선에서 운명의 주사위를 조종하는 최종 신격입니다.","At the end of Stage 90, the final deity controlling the dice of fate from beyond dimensions.",90ステージの果て、非次元の世界線で運命のサイコロを操る最終神格です。,位于第90关尽头，操控命运骰子的最终神格，来自非维度的世界线。,
CNT_Monster,CNT_MON_SEAHORSE_NAME,검은 해마,Black Seahorse,黒い海馬,黑海马,
CNT_Monster,CNT_MON_SEAHORSE_DESC,심해 밑바닥 어둠 속에서 유유히 헤엄치며 칠흑빛 물길을 일으키는 해마입니다.,"A seahorse that quietly swims in the darkness of the deep-sea floor, stirring up jet-black currents.",深海の底の闇の中を悠々と泳ぎ漆黒の水流を起こすタツノオトシゴです。,悠然游荡于深海底暗处、掀起漆黑水流的海马。,
CNT_Monster,CNT_MON_BEAR_BREEDER_NAME,곰 조련사,Bear Breeder,熊調教師,驯熊师,
CNT_Monster,CNT_MON_BEAR_BREEDER_DESC,서커스 맹수와 고대 곰들을 잔혹한 채찍질로 통제하는 엘리트 조련사입니다.,An elite tamer who controls circus beasts and ancient bears with brutal whip strikes.,サーカスの猛獣や古代の熊を残酷な鞭打ちで統制するエリート調教師です。,用残酷鞭打驾驭马戏猛兽与古代熊的精英驯兽师。,
CNT_Monster,CNT_MON_DODO_NAME,도도새,Dodo,ドードー,多多鸟,
CNT_Monster,CNT_MON_DODO_DESC,서커스와 하늘섬 구역을 어설프게 뒤뚱거리며 뛰어다니는 비대화된 희귀 조류입니다.,"An oversized, rare bird that clumsily waddles about the circus and sky-island areas.",サーカスと空島区域をぎこちなく歩き回る肥大化した珍しい鳥です。,在马戏团与天空岛区域笨拙摆动行走的肥大稀有鸟类。,
CNT_Monster,CNT_MON_GRIFFIN_NAME,그리폰,Griffin,グリフォン,狮鹫,
CNT_Monster,CNT_MON_GRIFFIN_DESC,하늘섬과 높이 솟은 설원 산맥의 상공을 수호하는 사자 몸통과 독수리 날개의 환수입니다.,"A mythical beast with a lion's body and eagle's wings, guarding the skies above sky-islands and towering snowy peaks.",空島と高くそびえる雪山山脈の上空を守護する、獅子の体と鷲の翼を持つ幻獣です。,守护天空岛与高耸雪山上空、拥有狮身鹰翼的幻兽。,
CNT_Monster,CNT_MON_HARPY_NAME,하피,Harpy,ハーピー,鸟身女妖,
CNT_Monster,CNT_MON_HARPY_DESC,날카로운 깃털 날갯짓으로 기류를 찢고 모험가를 기습하는 괴조입니다.,A monstrous bird that tears through air currents with sharp feathered wingbeats to ambush adventurers.,鋭い羽ばたきで気流を切り裂き冒険者を奇襲する怪鳥です。,用锐利羽翼撕裂气流、伏击冒险者的怪鸟。,
CNT_Monster,CNT_MON_FUJIN_NAME,후우진,Fujin,風神,风神,
CNT_Monster,CNT_MON_FUJIN_DESC,하늘섬 상층부 바이옴의 바람을 호령하며 사나운 태풍을 몰고 오는 최종 보스 신격입니다.,"The final boss deity of the upper sky-island biome, commanding the winds and summoning fierce typhoons.",空島上層バイオームの風を統べ、猛烈な台風を呼ぶ最終ボス神格です。,统御天空岛上层生态区域之风、召来猛烈台风的最终首领神格。,
